Sample,ZFC ID,Target,Well,Data Set,Content,Type,Cq,Starting Quantity (SQ),Control,cDNA,fn,sample excluded,SQ,Absolute Quantity,Absolute Quantity SD,Mean Cq,Cq SD,Efficiency,Relative Quantity,Relative Quantity SD,Normalization Factor,Normalization Factor SD,Expression,Expression SD,Dose
96189_3,96189,EIF,A11,HEX,Unkn-06,Unk,25.3562461349187,36.4225585734198,,P15,20220216_SOD1_EIFATP_P15_All Wells.csv,False,36.42255857342038,35.35237580733405,1.1287005824380556,25.403929274735074,0.05093938395396564,88.43220810680386,0.8222961540611426,0.026538432159522084,,,,,3
96189_3,96189,SOD1,A11,FAM,Unkn-06,Unk,23.1205797107576,38.5697934260006,,P15,20220216_SOD1_EIFATP_P15_All Wells.csv,False,38.56979342600106,37.768050674616624,0.8787915880812015,23.153369358412675,0.0360755654189604,90.94998848889404,0.8785764521230903,0.0205017291685349,0.8093967751032942,0.027025365113708316,1.0854706605557793,0.04421730689557527,3
96189_30,96189,ATP,A07,Cy5,Unkn-04,Unk,24.2815477641386,37.2884585514662,,P15,20220216_SOD1_EIFATP_P15_All Wells.csv,False,37.28845855146693,39.584003377680396,4.169307560089921,24.1977717071245,0.16023702278765065,94.03659168891471,0.9077438276674872,0.09641816056690905,,,,,30
96189_30,96189,EIF,A07,HEX,Unkn-04,Unk,25.2680250861439,38.5163323225182,,P15,20220216_SOD1_EIFATP_P15_All Wells.csv,False,38.51633232251752,40.865523500389884,3.3653397595094776,25.17860740413105,0.13030507725029322,88.43220810680386,0.9484768369032412,0.07830353737956977,,,,,30
96189_30,96189,SOD1,A07,FAM,Unkn-04,Unk,23.0453877071969,40.4920927692815,,P15,20220216_SOD1_EIFATP_P15_All Wells.csv,False,40.49209276928197,43.29878485467905,3.798171439417365,22.946214156308827,0.1349875493876981,90.94998848889404,1.0045545453592553,0.08771321357455869,0.9278868435237667,0.06241342952022788,1.0826261331008136,0.11932708353280988,30
96189_300,96189,ATP,A03,Cy5,Unkn-02,Unk,23.9475299816458,46.5299606089496,,P15,20220216_SOD1_EIFATP_P15_All Wells.csv,False,46.5299606089497,46.74082553962711,2.777095363205768,23.942753884455424,0.09124293617800606,94.03659168891471,1.0749264835498753,0.06501456865204006,,,,,300
96189_300,96189,EIF,A03,HEX,Unkn-02,Unk,24.9111961965477,48.2867779805626,,P15,20220216_SOD1_EIFATP_P15_All Wells.csv,False,48.28677798056422,46.97889501393918,3.0698467173996393,24.957107318589575,0.1044573116818039,88.43220810680386,1.091374031304224,0.0722280308545921,,,,,300
96189_300,96189,SOD1,A03,FAM,Unkn-02,Unk,22.8250033291308,46.6960905598069,,P15,20220216_SOD1_EIFATP_P15_All Wells.csv,False,46.69609055980692,45.54079173728934,2.653853866716131,22.865778988239974,0.09271899157812752,90.94998848889404,1.0582038597028167,0.06346522547506694,1.0831190376442938,0.048553675385855775,0.9769968239172807,0.07315387854426031,300
96190_10,96190,ATP,C09,Cy5,Unkn-17,Unk,24.1754977791784,40.0040983282986,,P15,20220216_SOD1_EIFATP_P15_All Wells.csv,False,40.004098328299506,39.11599364224032,2.812057117243759,24.212437365413123,0.11251644123963551,94.03659168891471,0.8989619325687298,0.06704863784715712,,,,,10
96190_10,96190,EIF,C09,HEX,Unkn-17,Unk,25.2004942183496,40.200031222024,,P15,20220216_SOD1_EIFATP_P15_All Wells.csv,False,40.20003122202516,39.455332126539645,2.7497026193643848,25.23294105079635,0.1116968141901753,88.43220810680386,0.9163819942872616,0.06485009971080109,,,,,10
96190_10,96190,SOD1,C09,FAM,Unkn-17,Unk,22.9831749508061,42.1547975647963,,P15,20220216_SOD1_EIFATP_P15_All Wells.csv,False,42.15479756479495,41.33123433390446,3.4273941014074802,23.017887865965747,0.13354951403065018,90.94998848889404,0.9590449671649562,0.08284743541437818,0.9076301716864988,0.04665893205895771,1.0566472965336993,0.1062188214467026,10
96190_100,96190,ATP,C05,Cy5,Unkn-15,Unk,24.1619072435632,40.3661173949346,,P15,20220216_SOD1_EIFATP_P15_All Wells.csv,False,40.36611739493559,39.213607678041896,2.042144433282824,24.20719242257615,0.08054982701338538,94.03659168891471,0.9020928377575866,0.04816688012357372,,,,,100
96190_100,96190,EIF,C05,HEX,Unkn-15,Unk,25.2432360109205,39.1260284678567,,P15,20220216_SOD1_EIFATP_P15_All Wells.csv,False,39.12602846785747,39.27955872904576,2.9171646501071504,25.240436615010275,0.12036236938923041,88.43220810680386,0.9120404585777302,0.06955016221321017,,,,,100
96190_100,96190,SOD1,C05,FAM,Unkn-15,Unk,22.930826365604,43.6066529640678,,P15,20220216_SOD1_EIFATP_P15_All Wells.csv,False,43.60665296406631,43.633178004982426,3.0608122391519217,22.932838760496622,0.11127433298290108,90.94998848889404,1.0132834150978312,0.072932939968966,0.9070530113659925,0.04221995266719429,1.1171159815365799,0.09575464970548356,100
96190_1000,96190,ATP,C01,Cy5,Unkn-13,Unk,23.8705585836144,48.9656462736169,,P15,20220216_SOD1_EIFATP_P15_All Wells.csv,False,48.96564627361703,46.764094512574566,3.5690880286434328,23.94327421734705,0.11567714714581362,94.03659168891471,1.0745557876202565,0.08239658403677624,,,,,1000
96190_1000,96190,EIF,C01,HEX,Unkn-13,Unk,25.0271390889653,44.8668877134565,,P15,20220216_SOD1_EIFATP_P15_All Wells.csv,False,44.866887713457764,43.73709593081468,2.8896628751903797,25.069999774274827,0.10499357835425073,88.43220810680386,1.016039697692785,0.06758755384432659,,,,,1000
96190_1000,96190,SOD1,C01,FAM,Unkn-13,Unk,22.8051382461949,47.2999862432595,,P15,20220216_SOD1_EIFATP_P15_All Wells.csv,False,47.29998624325906,44.31735588746926,3.513713249305353,22.909515492978276,0.12351621834530038,90.94998848889404,1.0286861632746236,0.08218729204753342,1.0448881938311476,0.05303453516813274,0.984494005528842,0.09318673842749857,1000
96190_3,96190,ATP,C11,Cy5,Unkn-18,Unk,26.1148891844701,11.060771837998,,P15,20220216_SOD1_EIFATP_P15_All Wells.csv,False,11.060771837998228,11.36233240069986,0.44592254007064563,26.075178800452676,0.059070267221649216,94.03659168891471,0.2615101329139286,0.010239768238672379,,,,,3
96190_3,96190,EIF,C11,HEX,Unkn-18,Unk,27.0422295194674,12.5159396577437,,P15,20220216_SOD1_EIFATP_P15_All Wells.csv,False,12.515939657743962,12.990775209436249,0.4959175580256347,26.984320019985375,0.06028402607242208,88.43220810680386,0.30211732203519026,0.01153908015061156,,,,,3
96190_3,96190,SOD1,C11,FAM,Unkn-18,Unk,25.0449584784075,11.1084004892569,,P15,20220216_SOD1_EIFATP_P15_All Wells.csv,False,11.10840048925685,11.557084718622248,0.45141305724848857,24.984618483132024,0.059949697957124244,90.94998848889404,0.2687482967396661,0.010421506562801048,0.28108137796912613,0.007687460058457461,0.956122738124563,0.045370305722192215,3
96190_30,96190,ATP,C07,Cy5,Unkn-16,Unk,24.0453845960703,43.6075756148179,,P15,20220216_SOD1_EIFATP_P15_All Wells.csv,False,43.60757561481825,46.82706581059351,4.773519405893048,23.94364509244305,0.15059347489270547,94.03659168891471,1.0742916465542274,0.10724104161959717,,,,,30
96190_30,96190,EIF,C07,HEX,Unkn-16,Unk,25.1389139682451,41.799444728167,,P15,20220216_SOD1_EIFATP_P15_All Wells.csv,False,41.79944472816637,45.68601663037195,4.559154507857088,25.0044045964151,0.15602721135693148,88.43220810680386,1.059155014697506,0.10470156851245258,,,,,30
96190_30,96190,SOD1,C07,FAM,Unkn-16,Unk,22.8575297637954,45.7238939025764,,P15,20220216_SOD1_EIFATP_P15_All Wells.csv,False,45.723893902576464,49.71845890177314,4.352238804855382,22.732466895859375,0.13481264995098377,90.94998848889404,1.1535045867851503,0.10058836703728916,1.0666964819926756,0.07492943910831945,1.0813803235108737,0.12108819650329689,30
96190_300,96190,ATP,C03,Cy5,Unkn-14,Unk,23.7570868412633,52.7907885064328,,P15,20220216_SOD1_EIFATP_P15_All Wells.csv,False,52.79078850643361,52.12151485331782,6.202742359786793,23.7845054742622,0.18226989503542113,94.03659168891471,1.1938118650042848,0.144239266303582,,,,,300
